"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","CPI","FOOD","IDX2015","A","2010",88.37086,
"SVK","CPI","FOOD","IDX2015","A","2011",93.72274,
"SVK","CPI","FOOD","IDX2015","A","2012",97.65413,
"SVK","CPI","FOOD","IDX2015","A","2013",101.0963,
"SVK","CPI","FOOD","IDX2015","A","2014",100.2888,
"SVK","CPI","FOOD","IDX2015","A","2015",100,
"SVK","CPI","FOOD","IDX2015","A","2016",97.21796,
"SVK","CPI","FOOD","IDX2015","A","2017",101.0786,
"SVK","CPI","FOOD","IDX2015","A","2018",105.0159,
"SVK","CPI","FOOD","IDX2015","A","2019",109.2184,
"SVK","CPI","FOOD","IDX2015","A","2020",111.971,
"SVK","CPI","FOOD","IDX2015","A","2021",114.0163,
"SVK","CPI","FOOD","IDX2015","A","2022",135.2529,
"ESP","CPI","FOOD","IDX2015","A","2005",82.3905,
"ESP","CPI","FOOD","IDX2015","A","2006",85.77886,
"ESP","CPI","FOOD","IDX2015","A","2007",88.94588,
"ESP","CPI","FOOD","IDX2015","A","2008",94.17504,
"ESP","CPI","FOOD","IDX2015","A","2009",93.185,
"ESP","CPI","FOOD","IDX2015","A","2010",92.40613,
"ESP","CPI","FOOD","IDX2015","A","2011",94.3027,
"ESP","CPI","FOOD","IDX2015","A","2012",96.49717,
"ESP","CPI","FOOD","IDX2015","A","2013",99.18606,
"ESP","CPI","FOOD","IDX2015","A","2014",98.84017,
"ESP","CPI","FOOD","IDX2015","A","2015",100,
"ESP","CPI","FOOD","IDX2015","A","2016",101.4006,
"ESP","CPI","FOOD","IDX2015","A","2017",102.6476,
"ESP","CPI","FOOD","IDX2015","A","2018",104.3385,
"ESP","CPI","FOOD","IDX2015","A","2019",105.4176,
"ESP","CPI","FOOD","IDX2015","A","2020",107.9002,
"ESP","CPI","FOOD","IDX2015","A","2021",109.8926,
"ESP","CPI","FOOD","IDX2015","A","2022",122.6838,
"SWE","CPI","FOOD","IDX2015","A","2005",80.78291,
"SWE","CPI","FOOD","IDX2015","A","2006",81.39928,
"SWE","CPI","FOOD","IDX2015","A","2007",83.04937,
"SWE","CPI","FOOD","IDX2015","A","2008",88.78845,
"SWE","CPI","FOOD","IDX2015","A","2009",91.35574,
"SWE","CPI","FOOD","IDX2015","A","2010",92.67898,
"SWE","CPI","FOOD","IDX2015","A","2011",93.86395,
"SWE","CPI","FOOD","IDX2015","A","2012",95.25729,
"SWE","CPI","FOOD","IDX2015","A","2013",97.36146,
"SWE","CPI","FOOD","IDX2015","A","2014",97.7228,
"SWE","CPI","FOOD","IDX2015","A","2015",100,
"SWE","CPI","FOOD","IDX2015","A","2016",101.0543,
"SWE","CPI","FOOD","IDX2015","A","2017",103.2201,
"SWE","CPI","FOOD","IDX2015","A","2018",105.6712,
"SWE","CPI","FOOD","IDX2015","A","2019",108.6386,
"SWE","CPI","FOOD","IDX2015","A","2020",110.9531,
"SWE","CPI","FOOD","IDX2015","A","2021",111.4081,
"SWE","CPI","FOOD","IDX2015","A","2022",124.0132,
"CHE","CPI","FOOD","IDX2015","A","2005",100.7301,
"CHE","CPI","FOOD","IDX2015","A","2006",100.6877,
"CHE","CPI","FOOD","IDX2015","A","2007",101.2122,
"CHE","CPI","FOOD","IDX2015","A","2008",104.3527,
"CHE","CPI","FOOD","IDX2015","A","2009",104.159,
"CHE","CPI","FOOD","IDX2015","A","2010",103.006,
"CHE","CPI","FOOD","IDX2015","A","2011",99.65408,
"CHE","CPI","FOOD","IDX2015","A","2012",98.67852,
"CHE","CPI","FOOD","IDX2015","A","2013",99.88545,
"CHE","CPI","FOOD","IDX2015","A","2014",100.8049,
"CHE","CPI","FOOD","IDX2015","A","2015",100,
"CHE","CPI","FOOD","IDX2015","A","2016",100.3905,
"CHE","CPI","FOOD","IDX2015","A","2017",100.8072,
"CHE","CPI","FOOD","IDX2015","A","2018",102.0794,
"CHE","CPI","FOOD","IDX2015","A","2019",102.1939,
"CHE","CPI","FOOD","IDX2015","A","2020",102.2884,
"CHE","CPI","FOOD","IDX2015","A","2021",100.661,
"CHE","CPI","FOOD","IDX2015","A","2022",102.3309,
"TUR","CPI","FOOD","IDX2015","A","2005",38.27006,
"TUR","CPI","FOOD","IDX2015","A","2006",41.98057,
"TUR","CPI","FOOD","IDX2015","A","2007",47.19321,
"TUR","CPI","FOOD","IDX2015","A","2008",53.22792,
"TUR","CPI","FOOD","IDX2015","A","2009",57.49728,
"TUR","CPI","FOOD","IDX2015","A","2010",63.57951,
"TUR","CPI","FOOD","IDX2015","A","2011",67.54554,
"TUR","CPI","FOOD","IDX2015","A","2012",73.22797,
"TUR","CPI","FOOD","IDX2015","A","2013",79.89182,
"TUR","CPI","FOOD","IDX2015","A","2014",89.97166,
"TUR","CPI","FOOD","IDX2015","A","2015",100,
"TUR","CPI","FOOD","IDX2015","A","2016",105.7877,
"TUR","CPI","FOOD","IDX2015","A","2017",119.2218,
"TUR","CPI","FOOD","IDX2015","A","2018",140.6369,
"TUR","CPI","FOOD","IDX2015","A","2019",168.1115,
"TUR","CPI","FOOD","IDX2015","A","2020",191.3933,
"TUR","CPI","FOOD","IDX2015","A","2021",237.8558,
"TUR","CPI","FOOD","IDX2015","A","2022",441.568,
"GBR","CPI","FOOD","IDX2015","A","2005",71.4,
"GBR","CPI","FOOD","IDX2015","A","2006",73.1,
"GBR","CPI","FOOD","IDX2015","A","2007",76.4,
"GBR","CPI","FOOD","IDX2015","A","2008",83.4,
"GBR","CPI","FOOD","IDX2015","A","2009",88,
"GBR","CPI","FOOD","IDX2015","A","2010",91,
"GBR","CPI","FOOD","IDX2015","A","2011",96,
"GBR","CPI","FOOD","IDX2015","A","2012",99.1,
"GBR","CPI","FOOD","IDX2015","A","2013",102.8,
"GBR","CPI","FOOD","IDX2015","A","2014",102.6,
"GBR","CPI","FOOD","IDX2015","A","2015",100,
"GBR","CPI","FOOD","IDX2015","A","2016",97.6,
"GBR","CPI","FOOD","IDX2015","A","2017",99.8,
"GBR","CPI","FOOD","IDX2015","A","2018",101.9,
"GBR","CPI","FOOD","IDX2015","A","2019",103.3,
"GBR","CPI","FOOD","IDX2015","A","2020",104,
"GBR","CPI","FOOD","IDX2015","A","2021",104.3,
"GBR","CPI","FOOD","IDX2015","A","2022",115.8,
"USA","CPI","FOOD","IDX2015","A","2005",78.32355,
"USA","CPI","FOOD","IDX2015","A","2006",79.70271,
"USA","CPI","FOOD","IDX2015","A","2007",83.05743,
"USA","CPI","FOOD","IDX2015","A","2008",88.3733,
"USA","CPI","FOOD","IDX2015","A","2009",88.78533,
"USA","CPI","FOOD","IDX2015","A","2010",89.07919,
"USA","CPI","FOOD","IDX2015","A","2011",93.35701,
"USA","CPI","FOOD","IDX2015","A","2012",95.65708,
"USA","CPI","FOOD","IDX2015","A","2013",96.5219,
"USA","CPI","FOOD","IDX2015","A","2014",98.84576,
"USA","CPI","FOOD","IDX2015","A","2015",100,
"USA","CPI","FOOD","IDX2015","A","2016",98.67465,
"USA","CPI","FOOD","IDX2015","A","2017",98.47515,
"USA","CPI","FOOD","IDX2015","A","2018",98.92377,
"USA","CPI","FOOD","IDX2015","A","2019",99.79937,
"USA","CPI","FOOD","IDX2015","A","2020",103.2974,
"USA","CPI","FOOD","IDX2015","A","2021",106.8809,
"USA","CPI","FOOD","IDX2015","A","2022",119.1069,
"BRA","CPI","FOOD","IDX2015","A","2005",47.77475,
"BRA","CPI","FOOD","IDX2015","A","2006",47.78435,
"BRA","CPI","FOOD","IDX2015","A","2007",51.02448,
"BRA","CPI","FOOD","IDX2015","A","2008",57.68328,
"BRA","CPI","FOOD","IDX2015","A","2009",61.03099,
"BRA","CPI","FOOD","IDX2015","A","2010",64.7515,
"BRA","CPI","FOOD","IDX2015","A","2011",70.47954,
"BRA","CPI","FOOD","IDX2015","A","2012",76.20895,
"BRA","CPI","FOOD","IDX2015","A","2013",84.71075,
"BRA","CPI","FOOD","IDX2015","A","2014",91.07897,
"BRA","CPI","FOOD","IDX2015","A","2015",100,
"BRA","CPI","FOOD","IDX2015","A","2016",112.4864,
"BRA","CPI","FOOD","IDX2015","A","2017",113.4827,
"BRA","CPI","FOOD","IDX2015","A","2018",114.4703,
"CHL","CPI","FOOD","IDX2015","A","2005",51.7951,
"CHL","CPI","FOOD","IDX2015","A","2006",53.1405,
"CHL","CPI","FOOD","IDX2015","A","2007",58.22036,
"CHL","CPI","FOOD","IDX2015","A","2008",68.22105,
"CHL","CPI","FOOD","IDX2015","A","2009",71.20592,
"CHL","CPI","FOOD","IDX2015","A","2010",72.76844,
"CHL","CPI","FOOD","IDX2015","A","2011",77.64069,
"CHL","CPI","FOOD","IDX2015","A","2012",83.56083,
"CHL","CPI","FOOD","IDX2015","A","2013",87.264,
"CHL","CPI","FOOD","IDX2015","A","2014",93.35454,
"CHL","CPI","FOOD","IDX2015","A","2015",100,
"CHL","CPI","FOOD","IDX2015","A","2016",103.8189,
"CHL","CPI","FOOD","IDX2015","A","2017",105.9065,
"CHL","CPI","FOOD","IDX2015","A","2018",109.1404,
"CHL","CPI","FOOD","IDX2015","A","2019",111.9442,
"CHL","CPI","FOOD","IDX2015","A","2020",119.4881,
"CHL","CPI","FOOD","IDX2015","A","2021",125.9477,
"CHL","CPI","FOOD","IDX2015","A","2022",148.2669,
"CHN","CPI","FOOD","IDX2015","A","2005",54.10104,
"CHN","CPI","FOOD","IDX2015","A","2006",55.4216,
"CHN","CPI","FOOD","IDX2015","A","2007",62.28518,
"CHN","CPI","FOOD","IDX2015","A","2008",71.27728,
"CHN","CPI","FOOD","IDX2015","A","2009",71.77006,
"CHN","CPI","FOOD","IDX2015","A","2010",77.04192,
"CHN","CPI","FOOD","IDX2015","A","2011",86.19932,
"CHN","CPI","FOOD","IDX2015","A","2012",90.43897,
"CHN","CPI","FOOD","IDX2015","A","2013",94.68021,
"CHN","CPI","FOOD","IDX2015","A","2014",97.60192,
"CHN","CPI","FOOD","IDX2015","A","2015",100,
"CHN","CPI","FOOD","IDX2015","A","2016",103.6775,
"CHN","CPI","FOOD","IDX2015","A","2017",103.4612,
"CHN","CPI","FOOD","IDX2015","A","2018",105.4721,
"CHN","CPI","FOOD","IDX2015","A","2019",113.158,
"CHN","CPI","FOOD","IDX2015","A","2020",122.3378,
"CHN","CPI","FOOD","IDX2015","A","2021",117.0512,
"CHN","CPI","FOOD","IDX2015","A","2022",120.1576,
"COL","CPI","FOOD","IDX2015","A","2005",61.65031,
"COL","CPI","FOOD","IDX2015","A","2006",65.09146,
"COL","CPI","FOOD","IDX2015","A","2007",70.57107,
"COL","CPI","FOOD","IDX2015","A","2008",79.31956,
"COL","CPI","FOOD","IDX2015","A","2009",82.15575,
"COL","CPI","FOOD","IDX2015","A","2010",82.32596,
"COL","CPI","FOOD","IDX2015","A","2011",86.08498,
"COL","CPI","FOOD","IDX2015","A","2012",89.03123,
"COL","CPI","FOOD","IDX2015","A","2013",89.39968,
"COL","CPI","FOOD","IDX2015","A","2014",92.05267,
"COL","CPI","FOOD","IDX2015","A","2015",100,
"COL","CPI","FOOD","IDX2015","A","2016",113.1091,
"COL","CPI","FOOD","IDX2015","A","2017",113.8877,
"COL","CPI","FOOD","IDX2015","A","2018",114.8331,
"COL","CPI","FOOD","IDX2015","A","2019",120.44,
"COL","CPI","FOOD","IDX2015","A","2020",127.1263,
"COL","CPI","FOOD","IDX2015","A","2021",139.4902,
"COL","CPI","FOOD","IDX2015","A","2022",174.3086,
"CRI","CPI","FOOD","IDX2015","A","2005",45.45879,
"CRI","CPI","FOOD","IDX2015","A","2006",50.72971,
"CRI","CPI","FOOD","IDX2015","A","2007",58.39176,
"CRI","CPI","FOOD","IDX2015","A","2008",72.34241,
"CRI","CPI","FOOD","IDX2015","A","2009",78.24996,
"CRI","CPI","FOOD","IDX2015","A","2010",81.87824,
"CRI","CPI","FOOD","IDX2015","A","2011",86.46281,
"CRI","CPI","FOOD","IDX2015","A","2012",89.51875,
"CRI","CPI","FOOD","IDX2015","A","2013",92.94415,
"CRI","CPI","FOOD","IDX2015","A","2014",96.91472,
"CRI","CPI","FOOD","IDX2015","A","2015",100,
"CRI","CPI","FOOD","IDX2015","A","2016",99.18707,
"CRI","CPI","FOOD","IDX2015","A","2017",100.8576,
"CRI","CPI","FOOD","IDX2015","A","2018",102.5036,
"CRI","CPI","FOOD","IDX2015","A","2019",103.321,
"CRI","CPI","FOOD","IDX2015","A","2020",103.8202,
"CRI","CPI","FOOD","IDX2015","A","2021",106.1471,
"EST","CPI","FOOD","IDX2015","A","2005",65.34708,
"EST","CPI","FOOD","IDX2015","A","2006",68.64383,
"EST","CPI","FOOD","IDX2015","A","2007",75.05469,
"EST","CPI","FOOD","IDX2015","A","2008",85.70232,
"EST","CPI","FOOD","IDX2015","A","2009",82.25409,
"EST","CPI","FOOD","IDX2015","A","2010",84.75339,
"EST","CPI","FOOD","IDX2015","A","2011",92.95964,
"EST","CPI","FOOD","IDX2015","A","2012",96.5237,
"EST","CPI","FOOD","IDX2015","A","2013",100.5244,
"EST","CPI","FOOD","IDX2015","A","2014",100.5422,
"EST","CPI","FOOD","IDX2015","A","2015",100,
"EST","CPI","FOOD","IDX2015","A","2016",100.0388,
"EST","CPI","FOOD","IDX2015","A","2017",105.7591,
"EST","CPI","FOOD","IDX2015","A","2018",108.9489,
"EST","CPI","FOOD","IDX2015","A","2019",112.2501,
"EST","CPI","FOOD","IDX2015","A","2020",114.6514,
"EST","CPI","FOOD","IDX2015","A","2021",116.7587,
"EST","CPI","FOOD","IDX2015","A","2022",140.0078,
"ISR","CPI","FOOD","IDX2015","A","2005",72.9068,
"ISR","CPI","FOOD","IDX2015","A","2006",76.61514,
"ISR","CPI","FOOD","IDX2015","A","2007",79.78733,
"ISR","CPI","FOOD","IDX2015","A","2008",89.53623,
"ISR","CPI","FOOD","IDX2015","A","2009",90.5013,
"ISR","CPI","FOOD","IDX2015","A","2010",92.70843,
"ISR","CPI","FOOD","IDX2015","A","2011",95.84488,
"ISR","CPI","FOOD","IDX2015","A","2012",96.33634,
"ISR","CPI","FOOD","IDX2015","A","2013",101.3493,
"ISR","CPI","FOOD","IDX2015","A","2014",99.97319,
"ISR","CPI","FOOD","IDX2015","A","2015",100,
"ISR","CPI","FOOD","IDX2015","A","2016",98.75793,
"ISR","CPI","FOOD","IDX2015","A","2017",98.78474,
"ISR","CPI","FOOD","IDX2015","A","2018",99.70512,
"ISR","CPI","FOOD","IDX2015","A","2019",101.7782,
"ISR","CPI","FOOD","IDX2015","A","2020",101.7603,
"ISR","CPI","FOOD","IDX2015","A","2021",102.7701,
"ISR","CPI","FOOD","IDX2015","A","2022",107.238,
"LVA","CPI","FOOD","IDX2015","A","2005",62.45033,
"LVA","CPI","FOOD","IDX2015","A","2006",67.54283,
"LVA","CPI","FOOD","IDX2015","A","2007",76.65695,
"LVA","CPI","FOOD","IDX2015","A","2008",90.65652,
"LVA","CPI","FOOD","IDX2015","A","2009",90.60435,
"LVA","CPI","FOOD","IDX2015","A","2010",90.34194,
"LVA","CPI","FOOD","IDX2015","A","2011",97.97507,
"LVA","CPI","FOOD","IDX2015","A","2012",100.2416,
"LVA","CPI","FOOD","IDX2015","A","2013",101.554,
"LVA","CPI","FOOD","IDX2015","A","2014",101.2791,
"LVA","CPI","FOOD","IDX2015","A","2015",100,
"LVA","CPI","FOOD","IDX2015","A","2016",101.0696,
"LVA","CPI","FOOD","IDX2015","A","2017",106.7194,
"LVA","CPI","FOOD","IDX2015","A","2018",107.3351,
"LVA","CPI","FOOD","IDX2015","A","2019",110.463,
"LVA","CPI","FOOD","IDX2015","A","2020",113.1094,
"LVA","CPI","FOOD","IDX2015","A","2021",115.64,
"LVA","CPI","FOOD","IDX2015","A","2022",140.665,
"LTU","CPI","FOOD","IDX2015","A","2005",63.74922,
"LTU","CPI","FOOD","IDX2015","A","2006",67.63316,
"LTU","CPI","FOOD","IDX2015","A","2007",75.24722,
"LTU","CPI","FOOD","IDX2015","A","2008",87.23302,
"LTU","CPI","FOOD","IDX2015","A","2009",88.66476,
"LTU","CPI","FOOD","IDX2015","A","2010",88.26246,
"LTU","CPI","FOOD","IDX2015","A","2011",95.54754,
"LTU","CPI","FOOD","IDX2015","A","2012",98.45966,
"LTU","CPI","FOOD","IDX2015","A","2013",100.1,
"LTU","CPI","FOOD","IDX2015","A","2014",100.8689,
"LTU","CPI","FOOD","IDX2015","A","2015",100,
"LTU","CPI","FOOD","IDX2015","A","2016",101.2333,
"LTU","CPI","FOOD","IDX2015","A","2017",104.8383,
"LTU","CPI","FOOD","IDX2015","A","2018",106.3515,
"LTU","CPI","FOOD","IDX2015","A","2019",109.4675,
"LTU","CPI","FOOD","IDX2015","A","2020",111.9427,
"LTU","CPI","FOOD","IDX2015","A","2021",115.0396,
"LTU","CPI","FOOD","IDX2015","A","2022",145.3451,
"RUS","CPI","FOOD","IDX2015","A","2005",36.12653,
"RUS","CPI","FOOD","IDX2015","A","2006",39.44809,
"RUS","CPI","FOOD","IDX2015","A","2007",42.91774,
"RUS","CPI","FOOD","IDX2015","A","2008",51.98153,
"RUS","CPI","FOOD","IDX2015","A","2009",58.01918,
"RUS","CPI","FOOD","IDX2015","A","2010",61.84064,
"RUS","CPI","FOOD","IDX2015","A","2011",68.55682,
"RUS","CPI","FOOD","IDX2015","A","2012",70.80975,
"RUS","CPI","FOOD","IDX2015","A","2013",75.16608,
"RUS","CPI","FOOD","IDX2015","A","2014",82.65446,
"RUS","CPI","FOOD","IDX2015","A","2015",100,
"RUS","CPI","FOOD","IDX2015","A","2016",105.7643,
"RUS","CPI","FOOD","IDX2015","A","2017",108.6208,
"RUS","CPI","FOOD","IDX2015","A","2018",110.3766,
"RUS","CPI","FOOD","IDX2015","A","2019",116.6378,
"RUS","CPI","FOOD","IDX2015","A","2020",121.6828,
"RUS","CPI","FOOD","IDX2015","A","2021",133.3702,
"SAU","CPI","FOOD","IDX2015","A","2011",88.65695,
"SAU","CPI","FOOD","IDX2015","A","2012",92.59291,
"SAU","CPI","FOOD","IDX2015","A","2013",98.02796,
"SAU","CPI","FOOD","IDX2015","A","2014",99.37479,
"SAU","CPI","FOOD","IDX2015","A","2015",100,
"SAU","CPI","FOOD","IDX2015","A","2016",98.69052,
"SAU","CPI","FOOD","IDX2015","A","2017",97.87426,
"SAU","CPI","FOOD","IDX2015","A","2018",104.2037,
"SAU","CPI","FOOD","IDX2015","A","2019",106.3711,
"SAU","CPI","FOOD","IDX2015","A","2020",115.9578,
"SAU","CPI","FOOD","IDX2015","A","2021",122.2074,
"SAU","CPI","FOOD","IDX2015","A","2022",126.7541,
"SVN","CPI","FOOD","IDX2015","A","2005",71.83334,
"SVN","CPI","FOOD","IDX2015","A","2006",73.46917,
"SVN","CPI","FOOD","IDX2015","A","2007",79.36417,
"SVN","CPI","FOOD","IDX2015","A","2008",87.31416,
"SVN","CPI","FOOD","IDX2015","A","2009",87.74084,
"SVN","CPI","FOOD","IDX2015","A","2010",88.35667,
"SVN","CPI","FOOD","IDX2015","A","2011",92.2325,
"SVN","CPI","FOOD","IDX2015","A","2012",96.02084,
"SVN","CPI","FOOD","IDX2015","A","2013",99.475,
"SVN","CPI","FOOD","IDX2015","A","2014",99.17333,
"SVN","CPI","FOOD","IDX2015","A","2015",99.99917,
"SVN","CPI","FOOD","IDX2015","A","2016",100.9183,
"SVN","CPI","FOOD","IDX2015","A","2017",103.1633,
"SVN","CPI","FOOD","IDX2015","A","2018",105.9225,
"SVN","CPI","FOOD","IDX2015","A","2019",107.6175,
"SVN","CPI","FOOD","IDX2015","A","2020",111.405,
"SVN","CPI","FOOD","IDX2015","A","2021",111.1842,
"SVN","CPI","FOOD","IDX2015","A","2022",124.8033,
"ZAF","CPI","FOOD","IDX2015","A","2005",48.77263,
"ZAF","CPI","FOOD","IDX2015","A","2006",51.67779,
"ZAF","CPI","FOOD","IDX2015","A","2007",56.84349,
"ZAF","CPI","FOOD","IDX2015","A","2008",65.73486,
"ZAF","CPI","FOOD","IDX2015","A","2009",71.88963,
"ZAF","CPI","FOOD","IDX2015","A","2010",72.75345,
"ZAF","CPI","FOOD","IDX2015","A","2011",77.91241,
"ZAF","CPI","FOOD","IDX2015","A","2012",83.4913,
"ZAF","CPI","FOOD","IDX2015","A","2013",88.20636,
"ZAF","CPI","FOOD","IDX2015","A","2014",95.26095,
"ZAF","CPI","FOOD","IDX2015","A","2015",100,
"ZAF","CPI","FOOD","IDX2015","A","2016",111.6497,
"ZAF","CPI","FOOD","IDX2015","A","2017",119.2801,
"ZAF","CPI","FOOD","IDX2015","A","2018",123.0354,
"ZAF","CPI","FOOD","IDX2015","A","2019",127.4025,
"ZAF","CPI","FOOD","IDX2015","A","2020",132.9934,
"ZAF","CPI","FOOD","IDX2015","A","2021",141.1038,
"ZAF","CPI","FOOD","IDX2015","A","2022",154.2052,
"OECD","CPI","FOOD","IDX2015","A","2005",76.36575,
"OECD","CPI","FOOD","IDX2015","A","2006",78.07196,
"OECD","CPI","FOOD","IDX2015","A","2007",81.0387,
"OECD","CPI","FOOD","IDX2015","A","2008",86.17616,
"OECD","CPI","FOOD","IDX2015","A","2009",87.60789,
"OECD","CPI","FOOD","IDX2015","A","2010",88.57008,
"OECD","CPI","FOOD","IDX2015","A","2011",91.96512,
"OECD","CPI","FOOD","IDX2015","A","2012",94.51362,
"OECD","CPI","FOOD","IDX2015","A","2013",96.27726,
"OECD","CPI","FOOD","IDX2015","A","2014",98.3485,
"OECD","CPI","FOOD","IDX2015","A","2015",100,
"OECD","CPI","FOOD","IDX2015","A","2016",100.393,
"OECD","CPI","FOOD","IDX2015","A","2017",101.8923,
"OECD","CPI","FOOD","IDX2015","A","2018",103.8178,
"OECD","CPI","FOOD","IDX2015","A","2019",105.983,
"OECD","CPI","FOOD","IDX2015","A","2020",109.6121,
"OECD","CPI","FOOD","IDX2015","A","2021",113.4296,
"OECD","CPI","FOOD","IDX2015","A","2022",128.3602,
"OECDE","CPI","FOOD","IDX2015","A","2005",75.77302,
"OECDE","CPI","FOOD","IDX2015","A","2006",77.74,
"OECDE","CPI","FOOD","IDX2015","A","2007",80.77615,
"OECDE","CPI","FOOD","IDX2015","A","2008",86.25396,
"OECDE","CPI","FOOD","IDX2015","A","2009",87.5779,
"OECDE","CPI","FOOD","IDX2015","A","2010",88.9652,
"OECDE","CPI","FOOD","IDX2015","A","2011",91.89082,
"OECDE","CPI","FOOD","IDX2015","A","2012",94.96828,
"OECDE","CPI","FOOD","IDX2015","A","2013",97.99897,
"OECDE","CPI","FOOD","IDX2015","A","2014",99.01762,
"OECDE","CPI","FOOD","IDX2015","A","2015",100,
"OECDE","CPI","FOOD","IDX2015","A","2016",100.6913,
"OECDE","CPI","FOOD","IDX2015","A","2017",103.6834,
"OECDE","CPI","FOOD","IDX2015","A","2018",107.06,
"OECDE","CPI","FOOD","IDX2015","A","2019",110.5955,
"OECDE","CPI","FOOD","IDX2015","A","2020",113.9324,
"OECDE","CPI","FOOD","IDX2015","A","2021",117.6387,
"OECDE","CPI","FOOD","IDX2015","A","2022",138.1368,
"G-7","CPI","FOOD","IDX2015","A","2005",79.71445,
"G-7","CPI","FOOD","IDX2015","A","2006",81.06709,
"G-7","CPI","FOOD","IDX2015","A","2007",83.81037,
"G-7","CPI","FOOD","IDX2015","A","2008",88.76304,
"G-7","CPI","FOOD","IDX2015","A","2009",89.55333,
"G-7","CPI","FOOD","IDX2015","A","2010",90.09479,
"G-7","CPI","FOOD","IDX2015","A","2011",93.37407,
"G-7","CPI","FOOD","IDX2015","A","2012",95.5629,
"G-7","CPI","FOOD","IDX2015","A","2013",96.84668,
"G-7","CPI","FOOD","IDX2015","A","2014",98.78742,
"G-7","CPI","FOOD","IDX2015","A","2015",100,
"G-7","CPI","FOOD","IDX2015","A","2016",99.50531,
"G-7","CPI","FOOD","IDX2015","A","2017",100.032,
"G-7","CPI","FOOD","IDX2015","A","2018",101.0617,
"G-7","CPI","FOOD","IDX2015","A","2019",102.1549,
"G-7","CPI","FOOD","IDX2015","A","2020",104.8875,
"G-7","CPI","FOOD","IDX2015","A","2021",107.4611,
"G-7","CPI","FOOD","IDX2015","A","2022",118.6179,
"IND","CPI","FOOD","IDX2015","A","2013",89.15749,
"IND","CPI","FOOD","IDX2015","A","2014",95.27647,
"IND","CPI","FOOD","IDX2015","A","2015",100,
"IND","CPI","FOOD","IDX2015","A","2016",105.2673,
"IND","CPI","FOOD","IDX2015","A","2017",106.6824,
"IND","CPI","FOOD","IDX2015","A","2018",108.0189,
"EU27_2020","CPI","FOOD","IDX2015","A","2005",80.67,
"EU27_2020","CPI","FOOD","IDX2015","A","2006",82.61,
"EU27_2020","CPI","FOOD","IDX2015","A","2007",85.35,
"EU27_2020","CPI","FOOD","IDX2015","A","2008",90.63,
"EU27_2020","CPI","FOOD","IDX2015","A","2009",91.1,
"EU27_2020","CPI","FOOD","IDX2015","A","2010",91.76,
"EU27_2020","CPI","FOOD","IDX2015","A","2011",94.67,
"EU27_2020","CPI","FOOD","IDX2015","A","2012",97.51,
"EU27_2020","CPI","FOOD","IDX2015","A","2013",99.9,
"EU27_2020","CPI","FOOD","IDX2015","A","2014",99.67,
"EU27_2020","CPI","FOOD","IDX2015","A","2015",100,
"EU27_2020","CPI","FOOD","IDX2015","A","2016",100.51,
"EU27_2020","CPI","FOOD","IDX2015","A","2017",102.6,
"EU27_2020","CPI","FOOD","IDX2015","A","2018",104.51,
"EU27_2020","CPI","FOOD","IDX2015","A","2019",106.71,
"EU27_2020","CPI","FOOD","IDX2015","A","2020",109.43,
"EU27_2020","CPI","FOOD","IDX2015","A","2021",111.13,
"EU27_2020","CPI","FOOD","IDX2015","A","2022",124.34,
